conversion_id,user_id,order_id,converted_at,order_value_usd,dma_code
c6eb159d-209b-4215-a64e-f336a90c21d4,USR_10046,ORD_100025,2026-02-27 05:00:00,36.42,DMA_108_BOSTON
03d1369c-fba8-47c1-a279-57fdd283fe60,USR_10047,ORD_100026,2026-02-02 19:39:00,115.56,DMA_129_SALT_LAKE_CITY
763a6930-14c3-40e8-ab8c-4066f5916f7e,USR_10048,ORD_100027,2026-04-17 14:00:00,182.7,DMA_101_NEW_YORK
78d62914-ac5f-4666-8c3c-2df5aa4913ce,USR_10052,ORD_100028,2026-04-30 22:21:00,42.56,DMA_113_SAN_DIEGO
da538070-5ae3-42e5-91ff-a3915e3e5c86,USR_10059,ORD_100029,2026-03-18 05:00:00,94.84,DMA_148_ALBUQUERQUE
08043a8c-8a26-404a-93c7-f1209eb91857,USR_10060,ORD_100030,2026-03-10 10:00:00,75.23,DMA_118_TAMPA
572916ec-027e-403d-8815-866610a25a84,USR_10063,ORD_100031,2026-02-16 21:00:00,218.49,DMA_115_HOUSTON
032a744a-cd65-4b83-bb83-305a970e21f1,USR_10064,ORD_100032,2026-03-20 10:00:00,65.96,DMA_114_SAN_JOSE
57b2743b-c2da-4941-b618-b2ab08b25ebc,USR_10065,ORD_100033,2026-04-23 02:43:00,44.51,DMA_131_INDIANAPOLIS
93d0743d-1300-46c3-94ac-cfaa883a9e3c,USR_10071,ORD_100034,2026-05-08 20:33:00,51.89,DMA_148_ALBUQUERQUE
a834afd9-66b5-47fa-83aa-c95dbee153fd,USR_10076,ORD_100035,2026-05-03 09:00:00,77.17,DMA_149_TUCSON
a4b5f2d2-1169-46e1-b7c4-027628e3261b,USR_10077,ORD_100036,2026-02-15 11:00:00,72.19,DMA_141_NEW_ORLEANS
10975dfe-cbaa-4d76-a904-98ca5f083946,USR_10080,ORD_100037,2026-01-15 09:27:00,17.68,DMA_120_BALTIMORE
0dd34a60-747a-4907-9907-6e7cd04746dc,USR_10081,ORD_100038,2026-04-26 12:00:00,110.75,DMA_123_PITTSBURGH
84d3f159-e984-4cac-b01f-adbca936ef7b,USR_10082,ORD_100039,2026-05-20 05:09:00,83.64,DMA_143_HARTFORD
793879fe-9508-47fd-b5b0-91b93b87b1e2,USR_10083,ORD_100040,2026-04-15 02:00:00,81.48,DMA_128_NASHVILLE
1ecfaab2-06f8-4209-90bc-0c1a4a65823e,USR_10086,ORD_100041,2026-02-18 02:00:00,89.02,DMA_112_PHILADELPHIA
0fed05e2-6303-4bc9-b85d-ba90dab95e25,USR_10087,ORD_100042,2026-04-11 03:00:00,32.98,DMA_140_LOUISVILLE
e00b54d8-9bc6-4997-8768-0b1e6924c3fa,USR_10088,ORD_100043,2026-02-16 18:00:00,95.72,DMA_134_CINCINNATI
eac77923-89a3-49a7-afdc-136e9b4d9f77,USR_10090,ORD_100044,2026-03-01 10:54:00,53.72,DMA_113_SAN_DIEGO
714209cb-3afe-4985-bee2-3515999f44c3,USR_10091,ORD_100045,2026-06-13 05:00:00,80.2,DMA_109_DENVER
5e3caaa7-358e-4d74-a55b-7a271b837772,USR_10092,ORD_100046,2026-06-01 03:33:00,77.54,DMA_132_SAN_ANTONIO
0d60e55e-d648-4aa9-8706-ad3faa39317e,USR_10095,ORD_100047,2026-06-11 10:00:00,178.7,DMA_120_BALTIMORE
6b206d6d-da20-47b5-a03d-7cf8d75a6c5f,USR_10096,ORD_100048,2026-05-04 18:00:00,141.34,DMA_114_SAN_JOSE
49d6fcc4-c34b-486d-b9c4-0c57a92aacc1,USR_10098,ORD_100049,2026-04-12 08:00:00,209.16,DMA_106_AUSTIN
f12216ef-729c-469b-93ba-b2d3e66a8e98,USR_10100,ORD_100050,2026-06-08 01:48:00,133.78,DMA_110_MIAMI
889c07ab-4dd2-48c4-bd39-706234e2f887,USR_10102,ORD_100051,2026-06-13 15:00:00,250.63,DMA_143_HARTFORD
9075801e-e763-463f-aa6a-5d2292a8dd5e,USR_10103,ORD_100052,2026-01-11 13:06:00,103.21,DMA_147_GREENVILLE
10d9e733-c456-4530-8059-364ccc5771b4,USR_10105,ORD_100053,2026-05-10 07:00:00,47.59,DMA_139_RICHMOND
51969f97-1bce-40fc-84c7-1e2014e6e558,USR_10107,ORD_100054,2026-05-08 17:00:00,119.6,DMA_104_DALLAS
edc445b1-c4bf-44fa-8880-c8c75bb2cd89,USR_10109,ORD_100055,2026-03-28 21:43:00,45.08,DMA_149_TUCSON
3b2c718d-5d3a-425a-b490-4d3199aac7ff,USR_10112,ORD_100056,2026-02-05 15:00:00,74.2,DMA_138_MEMPHIS
5dbb4b03-0b5d-4e40-b1db-f902ec8c6387,USR_10117,ORD_100057,2026-01-24 15:00:00,105.21,DMA_126_ST_LOUIS
0446403d-6555-4da7-90f3-cbb72768e6f0,USR_10118,ORD_100058,2026-03-26 21:00:00,143.9,DMA_115_HOUSTON
eb991e6d-c728-4234-be37-f906b8158dd7,USR_10119,ORD_100059,2026-04-14 00:00:00,123.12,DMA_139_RICHMOND
28b970a5-1d77-4e8e-8343-18b3663431e6,USR_10123,ORD_100060,2026-02-17 15:49:00,77.36,DMA_121_CLEVELAND
ae1699e6-14b4-485a-bd90-128450f47ebf,USR_10124,ORD_100061,2026-04-05 16:22:00,74.67,DMA_131_INDIANAPOLIS
dd499286-e127-4f11-a55d-d4c5373cf446,USR_10125,ORD_100062,2026-04-19 02:32:00,101.87,DMA_105_SEATTLE
d716dd24-1c33-4b26-9a90-7bc1bc32f89d,USR_10126,ORD_100063,2026-02-16 17:23:00,72.78,DMA_138_MEMPHIS
79a0ed61-8cea-438a-b559-34e81a8699b9,USR_10129,ORD_100064,2026-01-30 08:00:00,43.38,DMA_140_LOUISVILLE
1e72db76-deee-4087-b5db-f66cb2fc3317,USR_10131,ORD_100065,2026-03-28 13:00:00,180.4,DMA_139_RICHMOND
809f4604-c688-47fb-96a1-b36b49052fe6,USR_10136,ORD_100066,2026-06-09 23:43:00,44.24,DMA_142_BUFFALO
40470382-ba6c-410e-b163-e2adda49d273,USR_10137,ORD_100067,2026-06-02 03:00:00,52.79,DMA_121_CLEVELAND
86707f23-aab8-40a0-abc2-61f86f0f0e53,USR_10139,ORD_100068,2026-06-18 14:00:00,55.18,DMA_121_CLEVELAND
30b503bf-6772-4144-84cc-d77f1e553f66,USR_10146,ORD_100069,2026-05-12 04:25:00,41.2,DMA_138_MEMPHIS
ac9f47e6-9e4e-4f8a-806c-4de5566dfb49,USR_10147,ORD_100070,2026-03-23 05:30:00,108.7,DMA_139_RICHMOND
6b883a52-c8e1-4bd1-b136-6c2786cb028b,USR_10149,ORD_100071,2026-04-17 18:24:00,59.64,DMA_107_ATLANTA
813d7b36-ce61-418b-8414-be29019e8382,USR_10150,ORD_100072,2026-06-11 00:43:00,95.3,DMA_146_ROCHESTER
4276db91-107b-49d1-adff-95edbef451f9,USR_10152,ORD_100073,2026-02-03 09:00:00,68.62,DMA_144_PROVIDENCE
520d702f-2764-45b0-af6b-efd26ab10bd8,USR_10153,ORD_100074,2026-05-20 02:00:00,143.48,DMA_142_BUFFALO
64e08d21-d539-4a05-b6f1-28682a04dc9e,USR_10155,ORD_100075,2026-03-18 15:00:00,102.36,DMA_144_PROVIDENCE
bd73ed09-a863-4115-8418-5bc8a4e21be9,USR_10159,ORD_100076,2026-03-26 05:51:00,35.77,DMA_107_ATLANTA
1d1145d5-52f6-4b4c-8a57-b7c63c66a735,USR_10162,ORD_100077,2026-03-26 09:42:00,113.15,DMA_117_MINNEAPOLIS
ed6fd731-da86-48c8-8a11-7dc4b272e570,USR_10166,ORD_100078,2026-05-29 11:00:00,92.83,DMA_128_NASHVILLE
af05452c-c921-4595-8929-945fc246c66f,USR_10167,ORD_100079,2026-03-23 18:00:00,122.61,DMA_143_HARTFORD
4ea3dd24-bf93-489b-8d47-f830f33687f9,USR_10177,ORD_100080,2026-03-27 20:00:00,122.52,DMA_114_SAN_JOSE
4d07de74-73c9-48ba-bbb7-ed4e67528771,USR_10178,ORD_100081,2026-01-18 15:00:00,99.39,DMA_138_MEMPHIS
c72a8333-c56a-40d2-9c01-81a508b6c457,USR_10179,ORD_100082,2026-03-14 12:34:00,43.47,DMA_149_TUCSON
9dd93adc-684a-457e-b235-62fd0fc5a0b8,USR_10182,ORD_100083,2026-06-10 04:00:00,70.2,DMA_116_DETROIT
a65bfc87-0c41-413b-a231-20a6373b6adf,USR_10183,ORD_100084,2026-01-18 22:14:00,69.41,DMA_114_SAN_JOSE
382c1fe8-0a33-4cb5-aa7c-71b0af015d5b,USR_10185,ORD_100085,2026-04-23 18:00:00,93.56,DMA_135_MILWAUKEE
e873f8dc-031e-4f06-9d7d-21d01c785945,USR_10187,ORD_100086,2026-01-23 20:00:00,47.15,DMA_141_NEW_ORLEANS
5e2b6dc6-5fb9-4b16-9f30-95824c914501,USR_10189,ORD_100087,2026-03-01 02:26:00,68.22,DMA_127_CHARLOTTE
ff647f73-6335-4229-b686-f242695826c0,USR_10195,ORD_100088,2026-01-19 03:00:00,60.89,DMA_124_PORTLAND
3810d63d-8754-456d-b4b8-412c295ed22c,USR_10197,ORD_100089,2026-03-08 09:00:00,55.95,DMA_138_MEMPHIS
99ea7194-5465-481c-947d-69100d8c07bc,USR_10198,ORD_100090,2026-05-08 04:45:00,62.97,DMA_126_ST_LOUIS
5824b1b9-00b4-403d-8f97-f69296195e0c,USR_10202,ORD_100091,2026-05-20 02:00:00,73.66,DMA_147_GREENVILLE
009af5be-4281-4e04-8305-4da0078d28a6,USR_10203,ORD_100092,2026-05-18 15:00:00,74.39,DMA_122_SACRAMENTO
361bab11-d26a-4338-906e-a7aa2e8cd7df,USR_10207,ORD_100093,2026-03-10 10:00:00,321.6,DMA_107_ATLANTA
9ce90f24-1d37-4f1f-b14f-01dfd78de953,USR_10208,ORD_100094,2026-03-22 06:00:00,167.25,DMA_131_INDIANAPOLIS
aa7e0289-672d-4ce0-8521-1198632f3dbd,USR_10209,ORD_100095,2026-03-06 16:00:00,192.51,DMA_148_ALBUQUERQUE
858ce67d-1f3a-427d-a2b9-85d5315654c5,USR_10210,ORD_100096,2026-01-11 23:33:00,46.81,DMA_134_CINCINNATI
cf080e0a-3afb-46e9-9ae4-4cbe8c3f0f51,USR_10211,ORD_100097,2026-02-25 13:11:00,83.26,DMA_134_CINCINNATI
f4f45459-c84a-4dc1-83ff-5236ead350f2,USR_10213,ORD_100098,2026-04-23 03:54:00,98.23,DMA_105_SEATTLE
eb1ac32f-22d0-4dd6-9c03-26c0e8f581f3,USR_10216,ORD_100099,2026-03-10 16:48:00,24.59,DMA_136_RALEIGH
072a08c9-9693-4d79-abdd-1108270ce191,USR_10219,ORD_100100,2026-01-24 12:37:00,34.81,DMA_140_LOUISVILLE
f4f986e5-64f3-4c7b-8232-9d7cec8b23d0,USR_10220,ORD_100101,2026-03-24 01:00:00,93.23,DMA_147_GREENVILLE
bfe95376-1f11-4508-a5ee-dc1752bc7d1a,USR_10223,ORD_100102,2026-01-24 20:28:00,215.72,DMA_117_MINNEAPOLIS
b1d49f54-e804-4d81-a0a6-cb3512241a8f,USR_10224,ORD_100103,2026-01-22 11:47:00,60.27,DMA_116_DETROIT
8ee8a69d-f338-4091-b9d9-bce7bda0c170,USR_10228,ORD_100104,2026-02-06 09:00:00,93.37,DMA_106_AUSTIN
71950256-9a60-4cf4-86a2-dfbe892c4b2f,USR_10233,ORD_100105,2026-01-30 01:00:00,106.55,DMA_102_CHICAGO
5386830d-605f-4f35-b712-06531604de1f,USR_10234,ORD_100106,2026-06-05 01:24:00,48.84,DMA_139_RICHMOND
c71d21d9-8c61-4ed9-96e8-44c70ca96b91,USR_10235,ORD_100107,2026-02-21 04:00:00,63.2,DMA_142_BUFFALO
cb697f47-1977-47c2-9fd0-bc8f18135cb4,USR_10236,ORD_100108,2026-01-08 10:56:00,101.98,DMA_149_TUCSON
0b2a7411-b052-4728-92c2-e33fa55e0110,USR_10242,ORD_100109,2026-05-09 22:00:00,125.34,DMA_104_DALLAS
e2b5da74-8aae-4e90-9504-60c53c6a0629,USR_10245,ORD_100110,2026-01-28 07:00:00,58.79,DMA_147_GREENVILLE
61080b04-7e31-4f8e-8324-4396176683a3,USR_10246,ORD_100111,2026-04-07 19:00:00,60.25,DMA_147_GREENVILLE
bae44f7a-da8c-4d91-ae54-2064bd41a0eb,USR_10249,ORD_100112,2026-04-12 12:00:00,180.76,DMA_125_LAS_VEGAS
64d13b03-9194-4775-b9aa-4afd34248b6f,USR_10252,ORD_100113,2026-05-21 15:08:00,67.09,DMA_126_ST_LOUIS
ccd58bc5-1275-4691-9b1f-4d0ab3a3bd45,USR_10254,ORD_100114,2026-01-14 22:00:00,157.36,DMA_134_CINCINNATI
3923923d-a39b-4718-a0be-78f198a5639d,USR_10256,ORD_100115,2026-04-07 02:00:00,76.51,DMA_147_GREENVILLE
365919b7-7df6-4116-82b9-24ace8f46ba0,USR_10261,ORD_100116,2026-02-24 23:00:00,62.31,DMA_137_OKLAHOMA_CITY
ab29f276-fac6-4d4e-9290-bb9548b27e4a,USR_10262,ORD_100117,2026-04-04 12:00:00,185.48,DMA_140_LOUISVILLE
150264d1-1435-4c49-b8e1-58a9796c2c4b,USR_10266,ORD_100118,2026-04-21 20:15:00,36.66,DMA_101_NEW_YORK
a2adca6c-42bf-4bc3-8e6c-513eef5b117d,USR_10268,ORD_100119,2026-05-22 23:51:00,23.45,DMA_126_ST_LOUIS
72d44afc-2143-4739-a239-376a1dee90b5,USR_10270,ORD_100120,2026-04-15 03:00:00,260.41,DMA_103_LOS_ANGELES
0a742c22-a793-4b21-9c45-52f3f8515785,USR_10271,ORD_100121,2026-01-16 04:53:00,81.98,DMA_136_RALEIGH
ca8a7ed4-5006-400c-ba6b-a5648bfcc69b,USR_10273,ORD_100122,2026-05-02 18:20:00,50.31,DMA_143_HARTFORD
678e4370-77e5-4782-b446-6753fd441650,USR_10274,ORD_100123,2026-03-18 02:30:00,53.7,DMA_130_COLUMBUS
f2175cbb-b96e-4834-9c42-a52bcb03ec7e,USR_10277,ORD_100124,2026-05-14 15:00:00,73.84,DMA_117_MINNEAPOLIS
faecc14f-05aa-4514-b66a-5d46e55bdd4f,USR_10278,ORD_100125,2026-06-09 18:38:00,118.77,DMA_100_SAN_FRANCISCO
86211ab0-07ac-4526-876c-8134ec8bbcbd,USR_10282,ORD_100126,2026-03-29 12:00:00,67.6,DMA_121_CLEVELAND
d97ef93a-15ba-4d13-919a-116513b39fb6,USR_10283,ORD_100127,2026-05-10 12:13:00,77.9,DMA_145_BIRMINGHAM
6f7af8b6-71b7-44eb-b90b-f2cec9474fb1,USR_10284,ORD_100128,2026-05-21 16:00:00,218.16,DMA_149_TUCSON
5af3b11f-1a86-4a27-9184-f70c16efe4bb,USR_10286,ORD_100129,2026-06-02 14:16:00,57.33,DMA_131_INDIANAPOLIS
cdbfd94f-1561-4ef1-aa31-4d9d33981e0b,USR_10288,ORD_100130,2026-01-13 05:59:00,66.53,DMA_124_PORTLAND
f8aa4248-6bc6-4a48-ac33-317f9f1b2d58,USR_10289,ORD_100131,2026-02-24 07:46:00,78.36,DMA_136_RALEIGH
fdd61b63-b1e8-4ba1-b992-6b50f3f4cfe0,USR_10293,ORD_100132,2026-03-23 21:00:00,54.8,DMA_117_MINNEAPOLIS
753e167d-de3b-4a6a-95c6-9216c47b04d5,USR_10294,ORD_100133,2026-03-27 17:00:00,73.26,DMA_132_SAN_ANTONIO
862ae69a-4f20-4d5d-9f5b-607e7c2674de,USR_10296,ORD_100134,2026-02-05 06:26:00,83.83,DMA_109_DENVER
08cffb59-2eb8-4d47-8a5c-48f56cb99420,USR_10298,ORD_100135,2026-05-05 10:45:00,69.05,DMA_105_SEATTLE
c18aad56-1a93-4505-9645-b83eb92095c9,USR_10300,ORD_100136,2026-02-13 18:53:00,109.04,DMA_148_ALBUQUERQUE
49264295-da47-4bc9-ba70-9c6e01933484,USR_10310,ORD_100137,2026-02-21 08:58:00,63.09,DMA_138_MEMPHIS
e2423093-9dc2-4458-b177-a43e63a4a1e0,USR_10312,ORD_100138,2026-02-03 19:00:00,161.71,DMA_100_SAN_FRANCISCO
c17f7793-3f9a-4db3-a0d5-c7a44a9ae697,USR_10313,ORD_100139,2026-03-29 05:12:00,23.06,DMA_123_PITTSBURGH
f6badecf-c12d-4b6f-b464-dfec580931c4,USR_10315,ORD_100140,2026-01-16 05:11:00,51.27,DMA_108_BOSTON
34dea361-3431-432f-aa7c-a0710746e59c,USR_10320,ORD_100141,2026-05-28 15:00:00,126.83,DMA_110_MIAMI
76589ccc-f7e2-4ad3-b33d-66df2727a46f,USR_10321,ORD_100142,2026-06-13 09:37:00,108.34,DMA_139_RICHMOND
36cb306f-f9a3-4298-a432-3eeea6f8d9dd,USR_10327,ORD_100143,2026-02-26 18:00:00,182.67,DMA_149_TUCSON
95b874ff-b162-4577-8149-4d5db1abd312,USR_10329,ORD_100144,2026-02-03 22:46:00,52.74,DMA_122_SACRAMENTO
c882f0ff-f8d1-48bf-88db-914bc549ea15,USR_10331,ORD_100145,2026-01-08 20:00:00,84.04,DMA_127_CHARLOTTE
06ae573c-dbf9-486e-a932-a382418df574,USR_10332,ORD_100146,2026-02-27 01:00:00,189.18,DMA_118_TAMPA
4926608e-c5dc-4a79-ae4b-79a25403f277,USR_10333,ORD_100147,2026-03-29 17:00:00,90.3,DMA_126_ST_LOUIS
b45a5745-ee8a-4294-b250-7c775e24c531,USR_10337,ORD_100148,2026-05-25 22:00:00,92.59,DMA_136_RALEIGH
a458067c-1b50-42eb-8fd6-15fc34310583,USR_10339,ORD_100149,2026-04-25 07:46:00,70.82,DMA_122_SACRAMENTO
75fa1222-ef78-4171-9fa3-1e18383072cc,USR_10340,ORD_100150,2026-06-16 02:00:00,122.57,DMA_139_RICHMOND
43e6b877-6db6-46bb-a5c3-1621d0cebf6b,USR_10343,ORD_100151,2026-04-01 05:00:00,109.88,DMA_145_BIRMINGHAM
622ff5d5-9028-404b-9d46-c820fe331bf7,USR_10351,ORD_100152,2026-06-10 01:00:00,57.45,DMA_146_ROCHESTER
029e71f7-c5ee-4c2b-aae8-7a1dc6d0b915,USR_10352,ORD_100153,2026-03-26 15:34:00,140.4,DMA_108_BOSTON
daf07251-058d-456e-a876-aeb943999b95,USR_10353,ORD_100154,2026-04-12 05:00:00,152.43,DMA_128_NASHVILLE
31518509-6cd9-430d-b81c-4ad3d8dc55cc,USR_10354,ORD_100155,2026-01-03 21:20:00,28.07,DMA_132_SAN_ANTONIO
b7269218-ea4d-4392-bcf3-1edb3bbed75f,USR_10355,ORD_100156,2026-02-22 05:00:00,214.13,DMA_139_RICHMOND
ce216f3e-a3a6-421a-ae5f-083236f174d8,USR_10357,ORD_100157,2026-06-22 16:00:00,221.72,DMA_133_KANSAS_CITY
97f7e3b4-4f06-4255-9507-1651e1472851,USR_10358,ORD_100158,2026-02-19 07:00:00,94.11,DMA_111_PHOENIX
6b3a0029-d030-446a-bc2b-4281a341b35b,USR_10362,ORD_100159,2026-02-03 03:06:00,66.2,DMA_124_PORTLAND
7176945e-9104-4171-b11a-e486e68edf7c,USR_10363,ORD_100160,2026-05-25 18:00:00,145.16,DMA_112_PHILADELPHIA
f019b4ac-98ff-4cb5-bfe0-6b6b7e97ee20,USR_10367,ORD_100161,2026-06-07 16:00:00,41.15,DMA_123_PITTSBURGH
4618cc03-731a-425c-bf08-5ade75e4c4cb,USR_10368,ORD_100162,2026-04-09 12:44:00,93.21,DMA_102_CHICAGO
ae010c32-86aa-462a-a88b-9d0b2a3a1e67,USR_10369,ORD_100163,2026-05-14 09:50:00,80.1,DMA_141_NEW_ORLEANS
4d69cda3-1f2b-4134-82f7-74f5f405e121,USR_10370,ORD_100164,2026-01-15 05:45:00,41.68,DMA_138_MEMPHIS
55b3bd66-64d2-4d4a-8222-ffe943c82368,USR_10371,ORD_100165,2026-05-01 15:00:00,86.69,DMA_131_INDIANAPOLIS
df8941f0-3f7a-4613-9cbc-5860e247e474,USR_10373,ORD_100166,2026-05-28 00:21:00,107.51,DMA_125_LAS_VEGAS
b710833f-9961-4cfe-954b-f11c8cfe8bb8,USR_10374,ORD_100167,2026-04-15 16:11:00,44.36,DMA_111_PHOENIX
70ee3e99-3394-43ca-b6d7-802e2ba6a40e,USR_10375,ORD_100168,2026-01-19 16:23:00,50.43,DMA_135_MILWAUKEE
28ab2d0d-e4af-4ccf-b188-ca0ee2ee2ed5,USR_10376,ORD_100169,2026-01-30 16:21:00,32.56,DMA_121_CLEVELAND
79036c93-5e0f-47a4-a71f-98179f9db785,USR_10377,ORD_100170,2026-06-13 00:00:00,80.24,DMA_134_CINCINNATI
e97c1e5e-9f59-4d91-b1aa-dc41e9797da8,USR_10380,ORD_100171,2026-06-08 11:14:00,86.25,DMA_115_HOUSTON
e9440da7-3dd8-40c9-9722-c1fca716bc61,USR_10381,ORD_100172,2026-01-28 03:10:00,121.79,DMA_149_TUCSON
94b4ee80-2c46-478e-bbbb-4816bd02f65e,USR_10384,ORD_100173,2026-05-03 17:07:00,102.07,DMA_127_CHARLOTTE
7cb8b65e-6127-438e-ab2c-7d04f916a4ca,USR_10386,ORD_100174,2026-01-26 10:28:00,48.9,DMA_137_OKLAHOMA_CITY
7af7cccb-54a0-4164-85d5-528600d1a282,USR_10387,ORD_100175,2026-03-21 17:00:00,76.32,DMA_139_RICHMOND
d57bcf2b-7893-4da4-be06-464eeff0a431,USR_10389,ORD_100176,2026-05-26 00:00:00,22.62,DMA_140_LOUISVILLE
80120741-b59f-497c-b784-16780b78400b,USR_10392,ORD_100177,2026-03-16 22:22:00,102.07,DMA_120_BALTIMORE
9b19e8ea-5405-4680-921d-629b5bd2443f,USR_10396,ORD_100178,2026-06-08 04:10:00,40.69,DMA_116_DETROIT
187b9a95-9af6-4635-a096-b1071c8f106f,USR_10397,ORD_100179,2026-04-19 08:00:00,34.33,DMA_141_NEW_ORLEANS
f4caf64a-80a4-4612-afb2-b3affd5ebd13,USR_10398,ORD_100180,2026-06-19 18:00:00,101.71,DMA_111_PHOENIX
4a1a4165-a684-49a4-8a94-46c1aa19a16a,USR_10399,ORD_100181,2026-03-03 23:00:00,61.07,DMA_123_PITTSBURGH
d865a9df-9f2e-48f7-a786-b79c0d1b129d,USR_10400,ORD_100182,2026-01-27 09:22:00,38.83,DMA_111_PHOENIX
b35f4f57-9ad0-484a-a4c5-aa1ed4ecb2bd,USR_10406,ORD_100183,2026-06-13 09:17:00,218.58,DMA_130_COLUMBUS
706fedca-9cb5-454d-ac75-ecba6137885e,USR_10408,ORD_100184,2026-02-21 20:00:00,165.46,DMA_100_SAN_FRANCISCO
d4feba87-aaef-469b-bfa6-5c5617d4be74,USR_10409,ORD_100185,2026-03-28 20:08:00,43.04,DMA_139_RICHMOND
056b515d-3fa2-4291-a1a7-751e28370dfc,USR_10412,ORD_100186,2026-05-07 07:00:00,39.26,DMA_145_BIRMINGHAM
3be17d44-d894-4b62-892b-ddaedcaa7789,USR_10415,ORD_100187,2026-05-11 10:00:00,60.92,DMA_106_AUSTIN
6c149e12-7333-4ccc-a576-a990dc8ac775,USR_10416,ORD_100188,2026-04-30 20:08:00,52.27,DMA_105_SEATTLE
c8b22229-8e64-4453-a269-52847a846271,USR_10417,ORD_100189,2026-06-07 05:00:00,92.68,DMA_123_PITTSBURGH
e3864bba-2e45-49b4-9652-4f3614a1b6b4,USR_10418,ORD_100190,2026-05-20 23:00:00,54.68,DMA_125_LAS_VEGAS
992a980e-eb82-4acf-92e5-766da57912c6,USR_10420,ORD_100191,2026-03-12 17:37:00,81.05,DMA_149_TUCSON
26fb940d-2610-4d54-a3f6-bee54d9065b0,USR_10423,ORD_100192,2026-01-26 19:00:00,85.55,DMA_113_SAN_DIEGO
376ea78b-40af-4db2-8adc-01dadc9fb116,USR_10424,ORD_100193,2026-02-08 10:37:00,86.85,DMA_136_RALEIGH
058ecd1e-292f-41f0-b33b-4f74583889f6,USR_10427,ORD_100194,2026-02-19 22:00:00,101.95,DMA_125_LAS_VEGAS
aa78ca1b-1fd9-4a30-bd2e-198cf49f1cd5,USR_10429,ORD_100195,2026-06-07 14:44:00,45.53,DMA_122_SACRAMENTO
