event_id,user_id,timestamp,channel,utm_source,utm_medium,campaign_name,dma_code
47fb33d1-30b3-4945-bf4b-7176d511d85f,USR_10007,2026-06-15 02:00:00,google_paid_search,Google,cpc,,DMA_117_MINNEAPOLIS
d806b36e-765b-4cb2-a910-124df65dd42b,USR_10007,2026-06-17 13:00:00,tiktok_ads,tiktok,cpc,Q2_Retargeting,DMA_117_MINNEAPOLIS
9b7c50a9-a1ac-4148-a1b9-b7ef4cf68949,USR_10007,2026-06-20 20:00:00,tiktok_ads,tiktok,cpc,Q2_Retargeting,DMA_117_MINNEAPOLIS
bd16cbd9-3ede-41cb-b0c6-1f3ac6c9e975,USR_10008,2026-04-12 20:00:00,google_paid_search,google_cpc,cpc,Q2_Growth_Promo,DMA_131_INDIANAPOLIS
e5725928-82ee-42ac-ba94-fd40ed529e65,USR_10008,2026-04-16 08:00:00,email_crm,newsletter,email,,DMA_131_INDIANAPOLIS
e7d62d49-8f91-4a0e-94eb-51a21c633a03,USR_10008,2026-04-18 17:00:00,email_crm,klaviyo,email,q2_growth_promo,DMA_131_INDIANAPOLIS
a79949d8-4f02-43b1-a02b-b1be3d1e5d66,USR_10008,2026-04-21 04:00:00,google_paid_search,,cpc,q2_growth_promo,DMA_131_INDIANAPOLIS
5092e396-ff15-436f-9202-9a038617e46f,USR_10008,2026-04-25 13:00:00,tiktok_ads,tiktok_cpc,cpc,q2_growth_promo,DMA_131_INDIANAPOLIS
8b612650-ea25-486b-bb7f-a6a92a48ed06,USR_10009,2026-03-10 20:00:00,meta_paid_social,META,cpc,,DMA_148_ALBUQUERQUE
7919ffd2-ef85-4db4-972f-5120fd8d86d8,USR_10009,2026-03-12 20:00:00,tiktok_ads,tiktok,cpc,q1_brand_awareness,DMA_148_ALBUQUERQUE
9343d8df-c569-4bdb-93c7-544e62fb6f96,USR_10010,2026-02-15 16:00:00,tiktok_ads,tiktok_cpc,cpc,Q1_Prospecting,DMA_148_ALBUQUERQUE
5ac2329c-48a8-47b9-9afe-8c4ab116ba76,USR_10010,2026-02-18 01:00:00,meta_paid_social,,cpc,q1_brand_awareness,DMA_148_ALBUQUERQUE
636a0390-4877-4288-a1ee-fd12a09f02d2,USR_10011,2026-01-15 07:00:00,google_organic,google,organic,brand_organic,DMA_115_HOUSTON
6d02f391-56fa-4c48-9529-126317e03bd1,USR_10012,2026-01-22 23:00:00,meta_paid_social,,cpc,Q1_Prospecting,DMA_105_SEATTLE
70a5f52b-9098-459d-a6ee-9a333bf58a9b,USR_10012,2026-01-27 08:00:00,google_paid_search,google_cpc,cpc,,DMA_105_SEATTLE
b9d6c791-273b-47ec-81a5-d758cd1a5eac,USR_10012,2026-01-29 20:00:00,tiktok_ads,TikTok,cpc,q1_brand_awareness,DMA_105_SEATTLE
365a3a23-853a-4d6e-81fc-189abdc8badb,USR_10012,2026-02-02 22:00:00,google_paid_search,Google,cpc,q1_prospecting,DMA_105_SEATTLE
1daad7ca-d938-4301-849a-14d79922da13,USR_10012,2026-02-05 08:00:00,google_paid_search,google,cpc,q1_prospecting,DMA_105_SEATTLE
a778684e-2839-4ddb-864f-cc1d2bd5c978,USR_10013,2026-03-26 02:00:00,meta_paid_social,META,cpc,,DMA_102_CHICAGO
adfc6d5b-ec5a-4cc2-ab74-33f6a08264a9,USR_10013,2026-03-28 02:00:00,google_paid_search,Google,cpc,,DMA_102_CHICAGO
38cbb623-dcfa-4a31-b521-cd456f7045a9,USR_10013,2026-03-30 02:00:00,tiktok_ads,TikTok,cpc,Q1_Prospecting,DMA_102_CHICAGO
f18f45c8-5cb3-499d-a9ad-86e4bc52621b,USR_10014,2026-04-21 11:00:00,google_organic,google,organic,brand_organic,DMA_106_AUSTIN
2faa61db-c72e-4646-9a35-fa8dc0f785d9,USR_10015,2026-04-30 23:00:00,google_paid_search,google,cpc,q2_growth_promo,DMA_126_ST_LOUIS
0e4920c0-2201-40a3-b398-b0e3148e8c08,USR_10016,2026-03-28 03:00:00,meta_paid_social,Meta,cpc,,DMA_146_ROCHESTER
1b7e8bc3-ed41-45dc-9b43-0120998c2dce,USR_10017,2026-02-16 08:00:00,google_organic,google,organic,brand_organic,DMA_127_CHARLOTTE
1b019572-fee6-440d-acad-838f26afd04c,USR_10018,2026-01-20 14:00:00,google_organic,google,organic,brand_organic,DMA_115_HOUSTON
b6b9d4b7-cb79-48fe-9f8e-92e3a72ee21f,USR_10019,2026-01-26 01:00:00,google_paid_search,google,cpc,q1_prospecting,DMA_135_MILWAUKEE
865c82a4-69e4-4ef5-a72a-dabbeacdc6c1,USR_10019,2026-02-02 01:00:00,meta_paid_social,Meta,cpc,,DMA_135_MILWAUKEE
6153b9ac-711c-4684-b450-8640a63b1f4a,USR_10019,2026-02-06 01:00:00,tiktok_ads,tiktok,cpc,,DMA_135_MILWAUKEE
09207aa6-afff-4ca3-8d80-7ab0e2c670e7,USR_10020,2026-04-08 00:00:00,tiktok_ads,TikTok,cpc,q2_prospecting,DMA_110_MIAMI
95d23220-e1c1-4145-b67e-3c2b54e62768,USR_10020,2026-04-12 00:00:00,google_paid_search,,cpc,Q2_Growth_Promo,DMA_110_MIAMI
bbeda145-3bff-489e-b90a-d9cd1ee1f43c,USR_10021,2026-02-25 01:00:00,google_paid_search,google,cpc,q1_brand_awareness,DMA_118_TAMPA
c47addb9-fed7-4d52-9283-224fa5aacec8,USR_10021,2026-02-26 01:00:00,meta_paid_social,,cpc,,DMA_118_TAMPA
fc5882da-647a-4ee8-b97b-6a9fad17279d,USR_10021,2026-03-03 01:00:00,google_paid_search,Google,cpc,q1_prospecting,DMA_118_TAMPA
3a675d76-fae0-4f17-9e5e-d0aefdaf1583,USR_10022,2026-02-17 02:00:00,google_paid_search,,cpc,q1_prospecting,DMA_105_SEATTLE
71b5546a-3f06-4667-b8f8-d9775211ce61,USR_10022,2026-02-19 12:00:00,meta_paid_social,,cpc,q1_prospecting,DMA_105_SEATTLE
6128bc18-0385-4be4-a0ce-bc26faec9513,USR_10023,2026-03-22 07:00:00,email_crm,klaviyo,email,q1_brand_awareness,DMA_142_BUFFALO
61d1f724-cc4e-49a2-a8a8-5909e29fd605,USR_10023,2026-03-23 08:00:00,email_crm,newsletter,email,q1_prospecting,DMA_142_BUFFALO
7253e17b-2f1c-4c4d-80ce-c2caa7681aa5,USR_10023,2026-03-25 17:00:00,tiktok_ads,tiktok,cpc,q1_brand_awareness,DMA_142_BUFFALO
0a42786c-cd44-425f-9679-7bf816fff386,USR_10023,2026-03-27 23:00:00,tiktok_ads,tiktok,cpc,,DMA_142_BUFFALO
d94c7ebd-38ba-4816-9e27-4e945398758f,USR_10024,2026-01-03 21:00:00,google_organic,google,organic,brand_organic,DMA_133_KANSAS_CITY
8789fe7c-a0ef-4b1d-a8cb-897d63eb41f0,USR_10025,2026-03-18 21:00:00,meta_paid_social,META,cpc,q1_prospecting,DMA_135_MILWAUKEE
b5fa409a-02be-447d-a734-63fc1e9c389f,USR_10026,2026-05-22 04:00:00,tiktok_ads,tiktok_cpc,cpc,Q2_Growth_Promo,DMA_147_GREENVILLE
f0c18f31-a897-406e-b3ea-eb59baaeff7c,USR_10026,2026-05-24 15:00:00,tiktok_ads,tiktok_cpc,cpc,,DMA_147_GREENVILLE
c472694d-6138-48dd-a2f5-5d669cbb20e5,USR_10026,2026-05-25 17:00:00,email_crm,email,email,q2_growth_promo,DMA_147_GREENVILLE
ffce14cd-206a-4432-939b-8a7b01f5c233,USR_10026,2026-05-25 17:00:00,email_crm,email,email,q2_growth_promo,DMA_147_GREENVILLE
1f2386ca-fb6f-4cf3-a7c7-250528257bce,USR_10026,2026-05-28 04:00:00,tiktok_ads,tiktok,cpc,,DMA_147_GREENVILLE
fbc2010d-149f-47c1-a983-4cc6fbd068d5,USR_10027,2026-01-20 22:00:00,google_paid_search,google,cpc,q1_brand_awareness,DMA_107_ATLANTA
eab2c0ed-ea63-47f2-8399-2268cddf014c,USR_10028,2026-02-07 13:00:00,meta_paid_social,META,cpc,q1_brand_awareness,DMA_135_MILWAUKEE
8ac4d72e-517c-439f-8b0a-821871d8a864,USR_10028,2026-02-08 19:00:00,google_paid_search,Google,cpc,q1_prospecting,DMA_135_MILWAUKEE
45edfb66-9404-411e-bb6b-f0af9bc37574,USR_10028,2026-02-13 05:00:00,google_paid_search,Google,cpc,Q1_Prospecting,DMA_135_MILWAUKEE
ef6e3c99-8753-414e-aa11-ee6938d3c627,USR_10029,2026-03-27 13:00:00,google_organic,google,organic,brand_organic,DMA_111_PHOENIX
f38d36db-f12f-4019-96e4-0843098adc37,USR_10030,2026-03-05 08:00:00,google_paid_search,google,cpc,,DMA_142_BUFFALO
037bd6b4-7ee0-4406-ad63-0e77e77bd8c4,USR_10031,2026-05-01 07:00:00,tiktok_ads,TikTok,cpc,q2_prospecting,DMA_102_CHICAGO
d54774c3-94b6-41b6-8472-7680adac6350,USR_10032,2026-02-27 00:00:00,meta_paid_social,facebook_ads,cpc,q1_brand_awareness,DMA_114_SAN_JOSE
243bc0b8-2b8e-459e-bd9a-3c97116348c1,USR_10032,2026-03-02 00:00:00,meta_paid_social,META,cpc,q1_brand_awareness,DMA_114_SAN_JOSE
a2e09348-544d-43d7-8742-592992870ea7,USR_10032,2026-03-08 00:00:00,google_paid_search,,cpc,q1_brand_awareness,DMA_114_SAN_JOSE
566e444b-9b62-4169-9ff5-e641000dbfef,USR_10033,2026-03-08 05:00:00,tiktok_ads,tiktok,cpc,q1_prospecting,DMA_107_ATLANTA
c7100f6b-fce4-406e-bee4-1bfe57507ffa,USR_10033,2026-03-13 05:00:00,tiktok_ads,TikTok,cpc,q1_brand_awareness,DMA_107_ATLANTA
ba661c95-9b17-417b-98b0-ffb2a3601a24,USR_10033,2026-03-17 05:00:00,google_paid_search,google,cpc,,DMA_107_ATLANTA
f2dc0d53-2d11-4596-a008-ee6e0c3af356,USR_10034,2026-03-07 01:00:00,tiktok_ads,tiktok,cpc,Q1_Prospecting,DMA_112_PHILADELPHIA
457eade2-7d51-4a2d-8248-c52eabc9429c,USR_10034,2026-03-10 01:00:00,tiktok_ads,tiktok,cpc,q1_brand_awareness,DMA_112_PHILADELPHIA
a6abf124-2786-4011-bdb2-bbde9e3fcf7b,USR_10034,2026-03-15 01:00:00,tiktok_ads,tiktok_cpc,cpc,q1_prospecting,DMA_112_PHILADELPHIA
6dd0a9c9-f578-4c51-91a6-d916b91d48f8,USR_10035,2026-05-10 09:00:00,tiktok_ads,TikTok,cpc,,DMA_119_ORLANDO
3a19af05-3db0-4a65-89c8-3df4eb37ea2b,USR_10035,2026-05-16 09:00:00,tiktok_ads,tiktok_cpc,cpc,Q2_Growth_Promo,DMA_119_ORLANDO
938c7f94-6cc6-4f6a-a781-9da041c33a3a,USR_10035,2026-05-18 09:00:00,tiktok_ads,tiktok_cpc,cpc,,DMA_119_ORLANDO
adba3429-483c-4833-862d-2b60d8b8c33f,USR_10036,2026-02-14 19:00:00,google_organic,google,organic,brand_organic,DMA_147_GREENVILLE
ff609604-33a2-496a-abec-07c4a611cbe6,USR_10037,2026-04-14 17:00:00,tiktok_ads,TikTok,cpc,Q2_Growth_Promo,DMA_119_ORLANDO
a7e75bca-5703-4e9d-a2fa-760da05ca1f0,USR_10037,2026-04-18 01:00:00,email_crm,email,email,Q2_Growth_Promo,DMA_119_ORLANDO
b8c535be-658b-4fea-8654-da42276bd75a,USR_10038,2026-05-12 21:00:00,google_paid_search,google_cpc,cpc,q2_growth_promo,DMA_118_TAMPA
46db48e3-bd95-4b5b-a22e-6deba7096d9b,USR_10038,2026-05-19 21:00:00,meta_paid_social,META,cpc,Q2_Growth_Promo,DMA_118_TAMPA
50201402-8f97-4e14-862f-eb1eb47ee9ef,USR_10038,2026-05-26 21:00:00,meta_paid_social,Meta,cpc,q2_growth_promo,DMA_118_TAMPA
54dd589c-ec3b-4bfd-99a5-26ccaf7a1948,USR_10039,2026-05-02 19:00:00,email_crm,email,email,Q2_Growth_Promo,DMA_115_HOUSTON
051f37dd-a8e9-481e-8e17-7af82e9bc8b1,USR_10039,2026-05-07 03:00:00,email_crm,klaviyo,email,Q2_Growth_Promo,DMA_115_HOUSTON
5e7571bf-8ef1-4305-8325-8b96c8286535,USR_10040,2026-02-15 22:00:00,google_organic,google,organic,brand_organic,DMA_114_SAN_JOSE
9da53773-5814-40df-8776-03d3138aee4a,USR_10041,2026-01-13 17:00:00,meta_paid_social,facebook_ads,cpc,Q1_Prospecting,DMA_129_SALT_LAKE_CITY
8935ea46-9b1b-4409-abb2-c97bf1c6944f,USR_10042,2026-05-16 17:00:00,google_organic,google,organic,brand_organic,DMA_129_SALT_LAKE_CITY
ef13466f-3ba2-4edd-802a-ad222ae8d7e2,USR_10043,2026-04-24 19:00:00,google_paid_search,,cpc,,DMA_120_BALTIMORE
3ff93985-0866-4f54-b9b5-9d8805bc5674,USR_10043,2026-04-26 19:00:00,google_paid_search,,cpc,,DMA_120_BALTIMORE
28e82325-4fb3-43e6-a8c0-d142892d6527,USR_10043,2026-04-29 19:00:00,meta_paid_social,META,cpc,,DMA_120_BALTIMORE
d1e5e32d-c17c-4c95-a590-65c56e6ad9c2,USR_10044,2026-03-12 14:00:00,google_paid_search,google_cpc,cpc,Q1_Prospecting,DMA_115_HOUSTON
5b474536-85f6-4e99-b0d0-38e6137c6a26,USR_10045,2026-03-23 17:00:00,google_organic,google,organic,brand_organic,DMA_121_CLEVELAND
c494d29e-571a-4c3a-9310-15feebe7a545,USR_10046,2026-02-08 07:00:00,google_paid_search,Google,cpc,q1_prospecting,DMA_108_BOSTON
b7853d75-4d25-4258-a4ad-8c44c87bceef,USR_10046,2026-02-11 16:00:00,email_crm,email,email,q1_prospecting,DMA_108_BOSTON
7c46cb62-2bcb-4c51-815f-7edfbbfc4466,USR_10046,2026-02-15 23:00:00,meta_paid_social,,cpc,,DMA_108_BOSTON
afa8e3be-0642-4e77-ac92-72f7f4e17413,USR_10046,2026-02-19 04:00:00,email_crm,email,email,Q1_Prospecting,DMA_108_BOSTON
13e6684c-74f0-4972-b622-a2537c634b6c,USR_10046,2026-02-22 11:00:00,email_crm,klaviyo,email,,DMA_108_BOSTON
afc83031-e34f-4d0a-be36-52236b695857,USR_10047,2026-02-02 19:00:00,google_organic,google,organic,brand_organic,DMA_129_SALT_LAKE_CITY
544b2b9c-ba7d-4303-9aa6-cff9128bf068,USR_10048,2026-04-11 18:00:00,meta_paid_social,facebook_ads,cpc,Q2_Growth_Promo,DMA_101_NEW_YORK
c949a8f6-492a-4b17-a5ac-d4186c1d9be1,USR_10048,2026-04-13 19:00:00,tiktok_ads,TikTok,cpc,q2_prospecting,DMA_101_NEW_YORK
10d13516-c9aa-4919-b6e9-3b9a16a4983a,USR_10049,2026-04-18 08:00:00,tiktok_ads,tiktok,cpc,q2_growth_promo,DMA_117_MINNEAPOLIS
ebeccc7c-aba5-4c36-975f-785ef3f6615c,USR_10050,2026-01-18 20:00:00,meta_paid_social,Meta,cpc,Q1_Prospecting,DMA_114_SAN_JOSE
a8c7a037-946d-40b4-8e2c-d2936ac0ac41,USR_10051,2026-06-09 04:00:00,tiktok_ads,TikTok,cpc,q2_retargeting,DMA_101_NEW_YORK
84092fc3-51f0-4c90-beb5-099a525f1149,USR_10052,2026-04-30 22:00:00,google_organic,google,organic,brand_organic,DMA_113_SAN_DIEGO
b12c65d3-879e-43e6-b631-37fe9d78475f,USR_10053,2026-04-05 05:00:00,google_paid_search,google,cpc,Q2_Growth_Promo,DMA_149_TUCSON
f43fa788-29d5-42f7-b6bd-9b9dca5b7db6,USR_10053,2026-04-08 05:00:00,meta_paid_social,,cpc,q2_growth_promo,DMA_149_TUCSON
af2d5dff-d0af-49cc-8a44-6eb6679b08bc,USR_10053,2026-04-11 05:00:00,google_paid_search,,cpc,,DMA_149_TUCSON
a1c33860-972b-4f13-a6e5-e011776f1829,USR_10054,2026-01-20 18:00:00,google_paid_search,Google,cpc,q1_prospecting,DMA_112_PHILADELPHIA
05164559-014e-4956-9095-f7f893a622aa,USR_10054,2026-01-26 18:00:00,tiktok_ads,tiktok_cpc,cpc,q1_prospecting,DMA_112_PHILADELPHIA
c03eaad2-c061-4660-babb-3810a1d8edf0,USR_10054,2026-02-02 18:00:00,google_paid_search,google,cpc,q1_brand_awareness,DMA_112_PHILADELPHIA
bc209124-8bd1-43a5-9061-334adb37dd55,USR_10055,2026-04-05 02:00:00,google_paid_search,google_cpc,cpc,q2_growth_promo,DMA_127_CHARLOTTE
b0534edd-01e6-45bb-8969-33f4788532bf,USR_10055,2026-04-12 02:00:00,tiktok_ads,TikTok,cpc,q2_growth_promo,DMA_127_CHARLOTTE
67fff5ae-223a-4fec-a7fb-e66b06bf2cd9,USR_10055,2026-04-16 02:00:00,tiktok_ads,tiktok_cpc,cpc,,DMA_127_CHARLOTTE
256441c5-6aa8-4a6c-9881-7c82b5b171ec,USR_10056,2026-04-22 05:00:00,google_paid_search,google_cpc,cpc,,DMA_109_DENVER
cb650822-722c-43f6-9266-b2aec2d0ba29,USR_10056,2026-04-26 05:00:00,tiktok_ads,tiktok_cpc,cpc,q2_prospecting,DMA_109_DENVER
4ff98dfb-df06-4e3e-8a9b-d61af1fe2ab7,USR_10056,2026-04-29 05:00:00,meta_paid_social,meta,cpc,q2_prospecting,DMA_109_DENVER
231e253f-cc97-40bd-8b9c-98d88a2cd155,USR_10057,2026-04-29 18:00:00,google_paid_search,,cpc,q2_prospecting,DMA_115_HOUSTON
24dd183c-3f14-4087-a11e-2ae833a2aaf5,USR_10057,2026-04-30 18:00:00,tiktok_ads,TikTok,cpc,Q2_Growth_Promo,DMA_115_HOUSTON
cb6557b7-44d5-439a-b3cc-104b44e98930,USR_10057,2026-05-04 18:00:00,meta_paid_social,META,cpc,q2_prospecting,DMA_115_HOUSTON
b9fef4d9-33f6-4af1-b920-a61a5fe1d6cf,USR_10058,2026-06-02 22:00:00,google_paid_search,google,cpc,Q2_Retargeting,DMA_117_MINNEAPOLIS
61795252-4be2-45b4-887d-5cdc2556134a,USR_10058,2026-06-03 22:00:00,meta_paid_social,facebook_ads,cpc,,DMA_117_MINNEAPOLIS
e9806800-0bfc-475b-a4f4-8b69e7886808,USR_10059,2026-03-03 22:00:00,email_crm,email,email,q1_prospecting,DMA_148_ALBUQUERQUE
04a35b91-f270-4ec9-b0f1-c8b9206021df,USR_10059,2026-03-06 05:00:00,google_paid_search,google_cpc,cpc,q1_brand_awareness,DMA_148_ALBUQUERQUE
0c46ce3e-99e5-422d-a667-44064eb343b5,USR_10059,2026-03-09 12:00:00,tiktok_ads,TikTok,cpc,,DMA_148_ALBUQUERQUE
0328038c-f538-4240-a135-32ad75701c3b,USR_10059,2026-03-12 16:00:00,meta_paid_social,Meta,cpc,q1_brand_awareness,DMA_148_ALBUQUERQUE
1f1f7f0d-2abe-44b3-8d81-507c165df609,USR_10059,2026-03-14 20:00:00,google_paid_search,,cpc,q1_brand_awareness,DMA_148_ALBUQUERQUE
223fa7b0-dc9d-4ce5-a0bb-41273e104b6f,USR_10060,2026-02-28 11:00:00,tiktok_ads,tiktok,cpc,Q1_Prospecting,DMA_118_TAMPA
31443ef0-ff9b-41ad-9961-2e16b23006a3,USR_10060,2026-03-01 20:00:00,tiktok_ads,tiktok_cpc,cpc,Q1_Prospecting,DMA_118_TAMPA
b7d59a48-de32-4311-86d7-20666a7a7d94,USR_10060,2026-03-05 22:00:00,meta_paid_social,,cpc,q1_brand_awareness,DMA_118_TAMPA
acb4dcf9-671b-42cd-a8dc-b6241f5de7cc,USR_10061,2026-03-06 15:00:00,meta_paid_social,facebook_ads,cpc,,DMA_103_LOS_ANGELES
656f4831-e345-454e-8648-b14df6add439,USR_10062,2026-06-11 21:00:00,meta_paid_social,Meta,cpc,june_geo_experiment,DMA_136_RALEIGH
326e9eec-c4a0-4b99-9b31-701b542912fd,USR_10063,2026-01-31 17:00:00,google_paid_search,,cpc,,DMA_115_HOUSTON
74c3cb4a-38db-4b0a-a59e-58c2f8d537ff,USR_10063,2026-02-04 03:00:00,email_crm,email,email,q1_prospecting,DMA_115_HOUSTON
0d1a6771-c6da-4342-9319-12ee6cfaaf18,USR_10063,2026-02-05 07:00:00,google_paid_search,google_cpc,cpc,q1_prospecting,DMA_115_HOUSTON
b305a31a-8637-44bd-aeee-37d1330d5716,USR_10063,2026-02-07 16:00:00,meta_paid_social,Meta,cpc,q1_prospecting,DMA_115_HOUSTON
ba3ae12c-ce50-4f7e-8b5b-e57d17b0524e,USR_10063,2026-02-11 21:00:00,meta_paid_social,Meta,cpc,q1_brand_awareness,DMA_115_HOUSTON
961e23ab-e487-4546-9f20-d019cf546f1e,USR_10064,2026-03-09 20:00:00,email_crm,klaviyo,email,Q1_Prospecting,DMA_114_SAN_JOSE
055a69b1-316b-45ac-85a7-ae006b87b851,USR_10064,2026-03-12 23:00:00,meta_paid_social,meta,cpc,Q1_Prospecting,DMA_114_SAN_JOSE
c3d1f47e-02ab-4623-b3b1-a8b1bb2634be,USR_10064,2026-03-16 07:00:00,meta_paid_social,facebook_ads,cpc,q1_brand_awareness,DMA_114_SAN_JOSE
83eab4bb-6476-4795-9fdb-fc5b5a27a067,USR_10065,2026-04-23 02:00:00,google_organic,google,organic,brand_organic,DMA_131_INDIANAPOLIS
3065ad75-f05f-4f40-bc5d-677cb65a7425,USR_10066,2026-04-21 23:00:00,google_paid_search,google_cpc,cpc,q2_growth_promo,DMA_102_CHICAGO
fe89e1de-d31b-4757-aa78-9a7bab2e6a47,USR_10066,2026-04-22 23:00:00,meta_paid_social,,cpc,q2_growth_promo,DMA_102_CHICAGO
09513569-d3b1-46f6-a490-2da49fb15a32,USR_10067,2026-03-10 18:00:00,meta_paid_social,facebook_ads,cpc,,DMA_143_HARTFORD
ca9f4bc2-396b-4c80-93d0-53d9f2ae1636,USR_10068,2026-05-30 13:00:00,tiktok_ads,tiktok,cpc,,DMA_111_PHOENIX
43891db3-0f13-47d2-a79c-d62f2d1ad286,USR_10068,2026-06-02 13:00:00,tiktok_ads,TikTok,cpc,june_geo_experiment,DMA_111_PHOENIX
06ca21f3-cbaa-4cb4-81b0-20322e9963a0,USR_10068,2026-06-08 13:00:00,meta_paid_social,Meta,cpc,june_geo_experiment,DMA_111_PHOENIX
bafb0186-e7f3-4207-a10e-861e4416bb74,USR_10069,2026-05-07 09:00:00,tiktok_ads,tiktok_cpc,cpc,q2_growth_promo,DMA_144_PROVIDENCE
b0ce4759-fbec-4991-a820-5cce1c379f78,USR_10069,2026-05-11 09:00:00,meta_paid_social,META,cpc,q2_prospecting,DMA_144_PROVIDENCE
fb6f896e-fa65-46be-a400-7e5e74745a95,USR_10069,2026-05-14 09:00:00,meta_paid_social,facebook_ads,cpc,q2_growth_promo,DMA_144_PROVIDENCE
ef6d4780-9e4f-45a1-b099-07de2df528ec,USR_10070,2026-04-29 13:00:00,meta_paid_social,,cpc,q2_prospecting,DMA_134_CINCINNATI
bdbd342e-1405-4c9b-895f-0ad13fb1ca64,USR_10071,2026-05-08 20:00:00,google_organic,google,organic,brand_organic,DMA_148_ALBUQUERQUE
ba4cdb5d-16b4-4b6b-a17a-1876475df8d2,USR_10072,2026-01-14 06:00:00,google_paid_search,Google,cpc,q1_brand_awareness,DMA_148_ALBUQUERQUE
3f947993-8716-4d53-8b4a-9094b70bf948,USR_10072,2026-01-18 06:00:00,google_paid_search,,cpc,q1_prospecting,DMA_148_ALBUQUERQUE
673d8d82-1c08-4c0e-9b40-26271e29b67c,USR_10073,2026-06-05 07:00:00,meta_paid_social,META,cpc,q2_retargeting,DMA_140_LOUISVILLE
c67984f8-18b5-4b00-ac84-1f7aa6ce950e,USR_10073,2026-06-10 07:00:00,tiktok_ads,tiktok,cpc,Q2_Retargeting,DMA_140_LOUISVILLE
6d8d4538-14b1-4df4-b5ad-77134f0e62c9,USR_10073,2026-06-17 07:00:00,meta_paid_social,facebook_ads,cpc,q2_retargeting,DMA_140_LOUISVILLE
81339f30-89fc-46ab-b7b3-5f59219c293d,USR_10074,2026-05-08 22:00:00,google_paid_search,google_cpc,cpc,,DMA_109_DENVER
f53e79fd-cd18-4811-9f6f-6a0ebc7ea41e,USR_10074,2026-05-15 22:00:00,tiktok_ads,TikTok,cpc,Q2_Growth_Promo,DMA_109_DENVER
27139dbb-301a-41ea-9982-02fb6c30aa7e,USR_10075,2026-02-07 12:00:00,google_paid_search,Google,cpc,q1_prospecting,DMA_135_MILWAUKEE
5a18483f-f343-44d5-8939-62f4908eb04a,USR_10076,2026-04-17 10:00:00,meta_paid_social,META,cpc,q2_prospecting,DMA_149_TUCSON
4031800d-b838-40e3-8819-11c21432f22d,USR_10076,2026-04-21 13:00:00,email_crm,newsletter,email,,DMA_149_TUCSON
ae2047c1-33dd-4c26-8a99-272702a9a962,USR_10076,2026-04-25 21:00:00,tiktok_ads,tiktok,cpc,Q2_Growth_Promo,DMA_149_TUCSON
90ab9516-c14a-4224-8f03-f5cc3f109c7b,USR_10076,2026-04-28 04:00:00,meta_paid_social,META,cpc,,DMA_149_TUCSON
5474d606-c703-4e54-a7a1-b3ecbf0b7b7c,USR_10077,2026-02-08 15:00:00,google_paid_search,google_cpc,cpc,q1_prospecting,DMA_141_NEW_ORLEANS
e96545b6-782e-4c19-9e38-c8d910b5bf89,USR_10077,2026-02-12 17:00:00,email_crm,klaviyo,email,Q1_Prospecting,DMA_141_NEW_ORLEANS
