date,channel,dma_code,daily_spend_usd,platform_reported_conversions
2026-01-01,tiktok_ads,DMA_127_CHARLOTTE,220.37,16
2026-01-01,meta_paid_social,DMA_128_NASHVILLE,215.81,12
2026-01-01,google_paid_search,DMA_128_NASHVILLE,236.34,20
2026-01-01,tiktok_ads,DMA_128_NASHVILLE,112.99,6
2026-01-01,meta_paid_social,DMA_129_SALT_LAKE_CITY,143.09,10
2026-01-01,google_paid_search,DMA_129_SALT_LAKE_CITY,201.57,15
2026-01-01,tiktok_ads,DMA_129_SALT_LAKE_CITY,162.4,11
2026-01-01,meta_paid_social,DMA_130_COLUMBUS,184.49,12
2026-01-01,google_paid_search,DMA_130_COLUMBUS,55.22,4
2026-01-01,tiktok_ads,DMA_130_COLUMBUS,78.58,5
2026-01-01,meta_paid_social,DMA_131_INDIANAPOLIS,74.82,5
2026-01-01,google_paid_search,DMA_131_INDIANAPOLIS,126.07,9
2026-01-01,tiktok_ads,DMA_131_INDIANAPOLIS,63.34,3
2026-01-01,meta_paid_social,DMA_132_SAN_ANTONIO,95.74,6
2026-01-01,google_paid_search,DMA_132_SAN_ANTONIO,91.59,7
2026-01-01,tiktok_ads,DMA_132_SAN_ANTONIO,243.86,11
2026-01-01,meta_paid_social,DMA_133_KANSAS_CITY,286.79,17
2026-01-01,google_paid_search,DMA_133_KANSAS_CITY,70.73,4
2026-01-01,tiktok_ads,DMA_133_KANSAS_CITY,279.46,16
2026-01-01,meta_paid_social,DMA_134_CINCINNATI,95.27,5
2026-01-01,google_paid_search,DMA_134_CINCINNATI,98.76,7
2026-01-01,tiktok_ads,DMA_134_CINCINNATI,104.57,7
2026-01-01,meta_paid_social,DMA_135_MILWAUKEE,229.09,12
2026-01-01,google_paid_search,DMA_135_MILWAUKEE,200.44,10
2026-01-01,tiktok_ads,DMA_135_MILWAUKEE,296.59,24
2026-01-01,meta_paid_social,DMA_136_RALEIGH,74.85,5
2026-01-01,google_paid_search,DMA_136_RALEIGH,227.29,13
2026-01-01,tiktok_ads,DMA_136_RALEIGH,117.77,7
2026-01-01,meta_paid_social,DMA_137_OKLAHOMA_CITY,210.74,11
2026-01-01,google_paid_search,DMA_137_OKLAHOMA_CITY,191.44,14
2026-01-01,tiktok_ads,DMA_137_OKLAHOMA_CITY,137.28,7
2026-01-01,meta_paid_social,DMA_138_MEMPHIS,218.01,12
2026-01-01,google_paid_search,DMA_138_MEMPHIS,293.14,22
2026-01-01,tiktok_ads,DMA_138_MEMPHIS,129.68,6
2026-01-01,meta_paid_social,DMA_139_RICHMOND,173.11,9
2026-01-01,google_paid_search,DMA_139_RICHMOND,131.29,7
2026-01-01,tiktok_ads,DMA_139_RICHMOND,155.51,11
2026-01-01,meta_paid_social,DMA_140_LOUISVILLE,292.63,20
2026-01-01,google_paid_search,DMA_140_LOUISVILLE,271.38,16
2026-01-01,tiktok_ads,DMA_140_LOUISVILLE,217.62,14
2026-01-01,meta_paid_social,DMA_141_NEW_ORLEANS,278.07,18
2026-01-01,google_paid_search,DMA_141_NEW_ORLEANS,80.37,4
2026-01-01,tiktok_ads,DMA_141_NEW_ORLEANS,69.11,4
2026-01-01,meta_paid_social,DMA_142_BUFFALO,62.29,4
2026-01-01,google_paid_search,DMA_142_BUFFALO,97.84,5
2026-01-01,tiktok_ads,DMA_142_BUFFALO,187.6,13
2026-01-01,meta_paid_social,DMA_143_HARTFORD,59.63,3
2026-01-01,google_paid_search,DMA_143_HARTFORD,89.16,4
2026-01-01,tiktok_ads,DMA_143_HARTFORD,216.66,17
2026-01-01,meta_paid_social,DMA_144_PROVIDENCE,54.82,2
2026-01-01,google_paid_search,DMA_144_PROVIDENCE,182.6,9
2026-01-01,tiktok_ads,DMA_144_PROVIDENCE,138.41,11
2026-01-01,meta_paid_social,DMA_145_BIRMINGHAM,203.93,12
2026-01-01,google_paid_search,DMA_145_BIRMINGHAM,133.15,7
2026-01-01,tiktok_ads,DMA_145_BIRMINGHAM,267.53,15
2026-01-01,meta_paid_social,DMA_146_ROCHESTER,284.71,20
2026-01-01,google_paid_search,DMA_146_ROCHESTER,241.38,17
2026-01-01,tiktok_ads,DMA_146_ROCHESTER,247.47,19
2026-01-01,meta_paid_social,DMA_147_GREENVILLE,175.07,8
2026-01-01,google_paid_search,DMA_147_GREENVILLE,165.32,7
2026-01-01,tiktok_ads,DMA_147_GREENVILLE,170.27,9
2026-01-01,meta_paid_social,DMA_148_ALBUQUERQUE,84.57,5
2026-01-01,google_paid_search,DMA_148_ALBUQUERQUE,87.81,5
2026-01-01,tiktok_ads,DMA_148_ALBUQUERQUE,205.68,14
2026-01-01,meta_paid_social,DMA_149_TUCSON,54.11,2
2026-01-01,google_paid_search,DMA_149_TUCSON,139.13,6
2026-01-01,tiktok_ads,DMA_149_TUCSON,178.19,9
2026-01-02,meta_paid_social,DMA_100_SAN_FRANCISCO,108.67,6
2026-01-02,google_paid_search,DMA_100_SAN_FRANCISCO,176.85,10
2026-01-02,tiktok_ads,DMA_100_SAN_FRANCISCO,189.46,12
2026-01-02,meta_paid_social,DMA_101_NEW_YORK,236.1,15
2026-01-02,google_paid_search,DMA_101_NEW_YORK,145.13,8
2026-01-02,tiktok_ads,DMA_101_NEW_YORK,250.39,15
2026-01-02,meta_paid_social,DMA_102_CHICAGO,291.39,17
2026-01-02,google_paid_search,DMA_102_CHICAGO,65.47,3
2026-01-02,tiktok_ads,DMA_102_CHICAGO,103.97,5
2026-01-02,meta_paid_social,DMA_103_LOS_ANGELES,88.7,4
2026-01-02,google_paid_search,DMA_103_LOS_ANGELES,197.68,16
2026-01-02,tiktok_ads,DMA_103_LOS_ANGELES,169.65,8
2026-01-02,meta_paid_social,DMA_104_DALLAS,223.27,15
2026-01-02,google_paid_search,DMA_104_DALLAS,227.02,11
2026-01-02,tiktok_ads,DMA_104_DALLAS,228.16,14
2026-01-02,meta_paid_social,DMA_105_SEATTLE,115.87,9
2026-01-02,google_paid_search,DMA_105_SEATTLE,198.41,12
2026-01-02,tiktok_ads,DMA_105_SEATTLE,228.16,17
2026-01-02,meta_paid_social,DMA_106_AUSTIN,209.75,15
2026-01-02,google_paid_search,DMA_106_AUSTIN,262.58,19
2026-01-02,tiktok_ads,DMA_106_AUSTIN,275.21,17
2026-01-02,meta_paid_social,DMA_107_ATLANTA,285.94,23
2026-01-02,google_paid_search,DMA_107_ATLANTA,119.41,7
2026-01-02,tiktok_ads,DMA_107_ATLANTA,203.52,18
2026-01-02,meta_paid_social,DMA_108_BOSTON,118.76,8
2026-01-02,google_paid_search,DMA_108_BOSTON,147.57,8
2026-01-02,tiktok_ads,DMA_108_BOSTON,274.85,16
2026-01-02,meta_paid_social,DMA_109_DENVER,54.72,4
2026-01-02,google_paid_search,DMA_109_DENVER,187.23,11
2026-01-02,tiktok_ads,DMA_109_DENVER,220.08,12
2026-01-02,meta_paid_social,DMA_110_MIAMI,146.66,11
2026-01-02,google_paid_search,DMA_110_MIAMI,205.71,14
2026-01-02,tiktok_ads,DMA_110_MIAMI,256.49,21
2026-01-02,meta_paid_social,DMA_111_PHOENIX,198.16,16
2026-01-02,google_paid_search,DMA_111_PHOENIX,70.9,2
2026-01-02,tiktok_ads,DMA_111_PHOENIX,198.99,15
2026-01-02,meta_paid_social,DMA_112_PHILADELPHIA,264.82,22
2026-01-02,google_paid_search,DMA_112_PHILADELPHIA,252.18,14
2026-01-02,tiktok_ads,DMA_112_PHILADELPHIA,67.2,4
2026-01-02,meta_paid_social,DMA_113_SAN_DIEGO,236.29,14
2026-01-02,google_paid_search,DMA_113_SAN_DIEGO,104.57,5
2026-01-02,tiktok_ads,DMA_113_SAN_DIEGO,83.93,5
2026-01-02,meta_paid_social,DMA_114_SAN_JOSE,173.4,11
2026-01-02,google_paid_search,DMA_114_SAN_JOSE,255.0,13
2026-01-02,tiktok_ads,DMA_114_SAN_JOSE,280.56,15
2026-01-02,meta_paid_social,DMA_115_HOUSTON,173.09,9
2026-01-02,google_paid_search,DMA_115_HOUSTON,256.65,14
2026-01-02,tiktok_ads,DMA_115_HOUSTON,99.62,8
2026-01-02,meta_paid_social,DMA_116_DETROIT,140.79,6
2026-01-02,google_paid_search,DMA_116_DETROIT,197.92,13
2026-01-02,tiktok_ads,DMA_116_DETROIT,66.22,4
2026-01-02,meta_paid_social,DMA_117_MINNEAPOLIS,126.24,7
2026-01-02,google_paid_search,DMA_117_MINNEAPOLIS,199.44,17
2026-01-02,tiktok_ads,DMA_117_MINNEAPOLIS,63.2,5
2026-01-02,meta_paid_social,DMA_118_TAMPA,142.59,9
2026-01-02,google_paid_search,DMA_118_TAMPA,116.5,8
2026-01-02,tiktok_ads,DMA_118_TAMPA,87.11,5
2026-01-02,meta_paid_social,DMA_119_ORLANDO,221.94,13
2026-01-02,google_paid_search,DMA_119_ORLANDO,142.34,7
2026-01-02,tiktok_ads,DMA_119_ORLANDO,161.91,9
2026-01-02,meta_paid_social,DMA_120_BALTIMORE,121.78,7
2026-01-02,google_paid_search,DMA_120_BALTIMORE,184.85,12
2026-01-02,tiktok_ads,DMA_120_BALTIMORE,183.9,12
2026-01-02,meta_paid_social,DMA_121_CLEVELAND,128.39,6
2026-01-02,google_paid_search,DMA_121_CLEVELAND,161.71,10
2026-01-02,tiktok_ads,DMA_121_CLEVELAND,234.42,17
2026-01-02,meta_paid_social,DMA_122_SACRAMENTO,131.66,11
2026-01-02,google_paid_search,DMA_122_SACRAMENTO,60.75,3
2026-01-02,tiktok_ads,DMA_122_SACRAMENTO,103.69,5
2026-01-02,meta_paid_social,DMA_123_PITTSBURGH,234.47,20
2026-01-02,google_paid_search,DMA_123_PITTSBURGH,170.58,12
2026-01-02,tiktok_ads,DMA_123_PITTSBURGH,187.82,9
2026-01-02,meta_paid_social,DMA_124_PORTLAND,111.58,8
2026-01-02,google_paid_search,DMA_124_PORTLAND,62.07,5
2026-01-02,tiktok_ads,DMA_124_PORTLAND,88.39,3
2026-01-02,meta_paid_social,DMA_125_LAS_VEGAS,137.37,9
2026-01-02,google_paid_search,DMA_125_LAS_VEGAS,174.18,9
2026-01-02,tiktok_ads,DMA_125_LAS_VEGAS,130.66,7
2026-01-02,meta_paid_social,DMA_126_ST_LOUIS,207.06,17
2026-01-02,google_paid_search,DMA_126_ST_LOUIS,84.1,3
2026-01-02,tiktok_ads,DMA_126_ST_LOUIS,196.75,11
2026-01-02,meta_paid_social,DMA_127_CHARLOTTE,153.0,11
2026-01-02,google_paid_search,DMA_127_CHARLOTTE,166.65,9
2026-01-02,tiktok_ads,DMA_127_CHARLOTTE,146.28,12
2026-01-02,meta_paid_social,DMA_128_NASHVILLE,57.16,3
2026-01-02,google_paid_search,DMA_128_NASHVILLE,143.22,7
2026-01-02,tiktok_ads,DMA_128_NASHVILLE,107.38,6
2026-01-02,meta_paid_social,DMA_129_SALT_LAKE_CITY,235.78,15
2026-01-02,google_paid_search,DMA_129_SALT_LAKE_CITY,79.47,5
2026-01-02,tiktok_ads,DMA_129_SALT_LAKE_CITY,284.1,24
2026-01-02,meta_paid_social,DMA_130_COLUMBUS,184.49,12
2026-01-02,google_paid_search,DMA_130_COLUMBUS,130.75,6
2026-01-02,tiktok_ads,DMA_130_COLUMBUS,183.69,9
2026-01-02,meta_paid_social,DMA_131_INDIANAPOLIS,181.25,10
2026-01-02,google_paid_search,DMA_131_INDIANAPOLIS,143.68,8
2026-01-02,tiktok_ads,DMA_131_INDIANAPOLIS,298.61,25
2026-01-02,meta_paid_social,DMA_132_SAN_ANTONIO,115.33,5
2026-01-02,google_paid_search,DMA_132_SAN_ANTONIO,248.09,17
2026-01-02,tiktok_ads,DMA_132_SAN_ANTONIO,287.54,14
2026-01-02,meta_paid_social,DMA_133_KANSAS_CITY,295.33,23
2026-01-02,google_paid_search,DMA_133_KANSAS_CITY,142.22,8
2026-01-02,tiktok_ads,DMA_133_KANSAS_CITY,290.18,15
2026-01-02,meta_paid_social,DMA_134_CINCINNATI,142.38,11
2026-01-02,google_paid_search,DMA_134_CINCINNATI,151.16,7
2026-01-02,tiktok_ads,DMA_134_CINCINNATI,87.68,6
2026-01-02,meta_paid_social,DMA_135_MILWAUKEE,81.34,5
2026-01-02,google_paid_search,DMA_135_MILWAUKEE,233.72,13
2026-01-02,tiktok_ads,DMA_135_MILWAUKEE,285.58,24
2026-01-02,meta_paid_social,DMA_136_RALEIGH,258.94,16
2026-01-02,google_paid_search,DMA_136_RALEIGH,194.73,10
2026-01-02,tiktok_ads,DMA_136_RALEIGH,130.62,8
2026-01-02,meta_paid_social,DMA_137_OKLAHOMA_CITY,79.31,5
2026-01-02,google_paid_search,DMA_137_OKLAHOMA_CITY,206.07,12
2026-01-02,tiktok_ads,DMA_137_OKLAHOMA_CITY,72.61,2
2026-01-02,meta_paid_social,DMA_138_MEMPHIS,281.48,17
2026-01-02,google_paid_search,DMA_138_MEMPHIS,134.05,7
2026-01-02,tiktok_ads,DMA_138_MEMPHIS,214.61,15
2026-01-02,meta_paid_social,DMA_139_RICHMOND,175.73,14
2026-01-02,google_paid_search,DMA_139_RICHMOND,176.04,9
2026-01-02,tiktok_ads,DMA_139_RICHMOND,144.74,10
2026-01-02,meta_paid_social,DMA_140_LOUISVILLE,94.99,4
2026-01-02,google_paid_search,DMA_140_LOUISVILLE,82.4,5
2026-01-02,tiktok_ads,DMA_140_LOUISVILLE,85.84,6
2026-01-02,meta_paid_social,DMA_141_NEW_ORLEANS,78.58,5
2026-01-02,google_paid_search,DMA_141_NEW_ORLEANS,120.78,5
2026-01-02,tiktok_ads,DMA_141_NEW_ORLEANS,209.71,11
2026-01-02,meta_paid_social,DMA_142_BUFFALO,60.53,3
2026-01-02,google_paid_search,DMA_142_BUFFALO,110.83,6
2026-01-02,tiktok_ads,DMA_142_BUFFALO,278.53,17
2026-01-02,meta_paid_social,DMA_143_HARTFORD,135.99,10
2026-01-02,google_paid_search,DMA_143_HARTFORD,199.76,14
2026-01-02,tiktok_ads,DMA_143_HARTFORD,239.14,14
2026-01-02,meta_paid_social,DMA_144_PROVIDENCE,113.07,5
2026-01-02,google_paid_search,DMA_144_PROVIDENCE,98.49,5
2026-01-02,tiktok_ads,DMA_144_PROVIDENCE,235.05,17
2026-01-02,meta_paid_social,DMA_145_BIRMINGHAM,298.73,17
2026-01-02,google_paid_search,DMA_145_BIRMINGHAM,142.21,7
2026-01-02,tiktok_ads,DMA_145_BIRMINGHAM,294.45,20
2026-01-02,meta_paid_social,DMA_146_ROCHESTER,244.79,21
2026-01-02,google_paid_search,DMA_146_ROCHESTER,120.47,6
2026-01-02,tiktok_ads,DMA_146_ROCHESTER,224.79,17
2026-01-02,meta_paid_social,DMA_147_GREENVILLE,173.59,13
2026-01-02,google_paid_search,DMA_147_GREENVILLE,277.54,16
2026-01-02,tiktok_ads,DMA_147_GREENVILLE,263.73,13
2026-01-02,meta_paid_social,DMA_148_ALBUQUERQUE,229.06,11
2026-01-02,google_paid_search,DMA_148_ALBUQUERQUE,176.54,10
2026-01-02,tiktok_ads,DMA_148_ALBUQUERQUE,276.05,20
2026-01-02,meta_paid_social,DMA_149_TUCSON,103.37,7
2026-01-02,google_paid_search,DMA_149_TUCSON,287.18,16
2026-01-02,tiktok_ads,DMA_149_TUCSON,79.42,4
2026-01-03,meta_paid_social,DMA_100_SAN_FRANCISCO,165.17,9
2026-01-03,google_paid_search,DMA_100_SAN_FRANCISCO,166.22,13
2026-01-03,tiktok_ads,DMA_100_SAN_FRANCISCO,245.4,14
2026-01-03,meta_paid_social,DMA_101_NEW_YORK,264.27,16
2026-01-03,google_paid_search,DMA_101_NEW_YORK,85.74,4
2026-01-03,tiktok_ads,DMA_101_NEW_YORK,255.87,18
2026-01-03,meta_paid_social,DMA_102_CHICAGO,93.3,3
2026-01-03,google_paid_search,DMA_102_CHICAGO,217.5,15
2026-01-03,tiktok_ads,DMA_102_CHICAGO,87.17,6
2026-01-03,meta_paid_social,DMA_103_LOS_ANGELES,78.93,5
2026-01-03,google_paid_search,DMA_103_LOS_ANGELES,184.48,10
2026-01-03,tiktok_ads,DMA_103_LOS_ANGELES,238.08,12
2026-01-03,meta_paid_social,DMA_104_DALLAS,161.0,8
2026-01-03,google_paid_search,DMA_104_DALLAS,172.16,8
2026-01-03,tiktok_ads,DMA_104_DALLAS,228.66,14
2026-01-03,meta_paid_social,DMA_105_SEATTLE,221.56,16
2026-01-03,google_paid_search,DMA_105_SEATTLE,240.41,17
2026-01-03,tiktok_ads,DMA_105_SEATTLE,145.44,10
2026-01-03,meta_paid_social,DMA_106_AUSTIN,238.23,13
2026-01-03,google_paid_search,DMA_106_AUSTIN,195.06,10
2026-01-03,tiktok_ads,DMA_106_AUSTIN,66.47,5
2026-01-03,meta_paid_social,DMA_107_ATLANTA,244.28,16
2026-01-03,google_paid_search,DMA_107_ATLANTA,111.6,7
2026-01-03,tiktok_ads,DMA_107_ATLANTA,253.19,15
2026-01-03,meta_paid_social,DMA_108_BOSTON,123.45,9
2026-01-03,google_paid_search,DMA_108_BOSTON,202.38,11
2026-01-03,tiktok_ads,DMA_108_BOSTON,259.36,20
2026-01-03,meta_paid_social,DMA_109_DENVER,213.04,14
2026-01-03,google_paid_search,DMA_109_DENVER,298.71,22
2026-01-03,tiktok_ads,DMA_109_DENVER,232.17,13
2026-01-03,meta_paid_social,DMA_110_MIAMI,218.6,14
2026-01-03,google_paid_search,DMA_110_MIAMI,289.46,21
2026-01-03,tiktok_ads,DMA_110_MIAMI,107.29,5
2026-01-03,meta_paid_social,DMA_111_PHOENIX,142.73,11
2026-01-03,google_paid_search,DMA_111_PHOENIX,155.02,7
2026-01-03,tiktok_ads,DMA_111_PHOENIX,84.85,4
2026-01-03,meta_paid_social,DMA_112_PHILADELPHIA,81.72,5
2026-01-03,google_paid_search,DMA_112_PHILADELPHIA,94.67,6
2026-01-03,tiktok_ads,DMA_112_PHILADELPHIA,132.03,7
2026-01-03,meta_paid_social,DMA_113_SAN_DIEGO,97.51,5
2026-01-03,google_paid_search,DMA_113_SAN_DIEGO,298.75,20
2026-01-03,tiktok_ads,DMA_113_SAN_DIEGO,88.12,4
2026-01-03,meta_paid_social,DMA_114_SAN_JOSE,199.85,10
2026-01-03,google_paid_search,DMA_114_SAN_JOSE,178.89,14
2026-01-03,tiktok_ads,DMA_114_SAN_JOSE,250.15,15
2026-01-03,meta_paid_social,DMA_115_HOUSTON,289.63,15
2026-01-03,google_paid_search,DMA_115_HOUSTON,256.45,14
2026-01-03,tiktok_ads,DMA_115_HOUSTON,67.05,3
2026-01-03,meta_paid_social,DMA_116_DETROIT,265.22,16
2026-01-03,google_paid_search,DMA_116_DETROIT,50.3,2
2026-01-03,tiktok_ads,DMA_116_DETROIT,122.45,9
2026-01-03,meta_paid_social,DMA_117_MINNEAPOLIS,174.47,12
2026-01-03,google_paid_search,DMA_117_MINNEAPOLIS,145.28,9
2026-01-03,tiktok_ads,DMA_117_MINNEAPOLIS,122.4,7
2026-01-03,meta_paid_social,DMA_118_TAMPA,262.82,17
2026-01-03,google_paid_search,DMA_118_TAMPA,251.07,13
2026-01-03,tiktok_ads,DMA_118_TAMPA,195.69,14
2026-01-03,meta_paid_social,DMA_119_ORLANDO,215.56,13
2026-01-03,google_paid_search,DMA_119_ORLANDO,108.95,5
2026-01-03,tiktok_ads,DMA_119_ORLANDO,261.2,18
2026-01-03,meta_paid_social,DMA_120_BALTIMORE,100.59,6
2026-01-03,google_paid_search,DMA_120_BALTIMORE,291.69,24
2026-01-03,tiktok_ads,DMA_120_BALTIMORE,296.86,24
2026-01-03,meta_paid_social,DMA_121_CLEVELAND,241.47,18
2026-01-03,google_paid_search,DMA_121_CLEVELAND,258.47,18
2026-01-03,tiktok_ads,DMA_121_CLEVELAND,217.17,16
2026-01-03,meta_paid_social,DMA_122_SACRAMENTO,291.06,15
2026-01-03,google_paid_search,DMA_122_SACRAMENTO,197.87,13
2026-01-03,tiktok_ads,DMA_122_SACRAMENTO,260.78,17
2026-01-03,meta_paid_social,DMA_123_PITTSBURGH,294.82,24
2026-01-03,google_paid_search,DMA_123_PITTSBURGH,86.52,5
2026-01-03,tiktok_ads,DMA_123_PITTSBURGH,123.09,8
2026-01-03,meta_paid_social,DMA_124_PORTLAND,234.78,11
2026-01-03,google_paid_search,DMA_124_PORTLAND,82.09,5
2026-01-03,tiktok_ads,DMA_124_PORTLAND,83.21,6
2026-01-03,meta_paid_social,DMA_125_LAS_VEGAS,139.32,8
2026-01-03,google_paid_search,DMA_125_LAS_VEGAS,142.42,7
2026-01-03,tiktok_ads,DMA_125_LAS_VEGAS,142.33,6
2026-01-03,meta_paid_social,DMA_126_ST_LOUIS,257.89,15
2026-01-03,google_paid_search,DMA_126_ST_LOUIS,50.53,2
2026-01-03,tiktok_ads,DMA_126_ST_LOUIS,150.23,9
2026-01-03,meta_paid_social,DMA_127_CHARLOTTE,247.56,21
2026-01-03,google_paid_search,DMA_127_CHARLOTTE,199.14,15
2026-01-03,tiktok_ads,DMA_127_CHARLOTTE,299.63,19
2026-01-03,meta_paid_social,DMA_128_NASHVILLE,182.26,12
2026-01-03,google_paid_search,DMA_128_NASHVILLE,164.89,9
2026-01-03,tiktok_ads,DMA_128_NASHVILLE,282.51,14
2026-01-03,meta_paid_social,DMA_129_SALT_LAKE_CITY,241.39,19
2026-01-03,google_paid_search,DMA_129_SALT_LAKE_CITY,219.45,17
2026-01-03,tiktok_ads,DMA_129_SALT_LAKE_CITY,112.72,5
2026-01-03,meta_paid_social,DMA_130_COLUMBUS,195.87,16
2026-01-03,google_paid_search,DMA_130_COLUMBUS,87.78,3
2026-01-03,tiktok_ads,DMA_130_COLUMBUS,170.44,10
2026-01-03,meta_paid_social,DMA_131_INDIANAPOLIS,285.05,18
2026-01-03,google_paid_search,DMA_131_INDIANAPOLIS,169.69,11
2026-01-03,tiktok_ads,DMA_131_INDIANAPOLIS,152.6,11
2026-01-03,meta_paid_social,DMA_132_SAN_ANTONIO,147.91,8
